,BoatID,Date,BoatName,Speed,Course,Latitude,Longitude
405,111,2020-01-06 23:20:00,Mason,0.1,SE,-38.04611,-57.53777
406,111,2020-01-06 23:40:00,Mason,0.0,N,-38.04611,-57.53777
407,111,2020-01-07 00:00:00,Mason,0.0,N,-38.04611,-57.53777
408,111,2020-01-07 00:20:00,Mason,0.1,N,-38.04611,-57.53777
409,111,2020-01-07 00:40:00,Mason,0.0,N,-38.04611,-57.53777
410,111,2020-01-07 01:00:00,Mason,0.1,S,-38.04611,-57.53777
411,111,2020-01-07 01:20:00,Mason,0.1,SE,-38.04611,-57.53777
412,111,2020-01-07 01:40:00,Mason,0.1,SE,-38.04611,-57.53777
413,111,2020-01-07 02:00:00,Mason,0.1,SE,-38.04611,-57.53777
414,111,2020-01-07 02:20:00,Mason,0.0,N,-38.04611,-57.53777
415,111,2020-01-07 02:40:00,Mason,0.1,SE,-38.04611,-57.53777
416,111,2020-01-07 03:00:00,Mason,0.05,N,-38.04611,-57.53777
417,111,2020-01-07 03:20:00,Mason,0.0,N,-38.04611,-57.53777
418,111,2020-01-07 03:40:00,Mason,0.1,NO,-38.04611,-57.53777
419,111,2020-01-07 04:00:00,Mason,0.0,N,-38.04611,-57.53777
420,111,2020-01-07 04:20:00,Mason,0.1,E,-38.04611,-57.53777
421,111,2020-01-07 04:40:00,Mason,0.0,N,-38.04611,-57.53777
422,111,2020-01-07 05:00:00,Mason,0.0,N,-38.04611,-57.53777
423,111,2020-01-07 05:20:00,Mason,0.1,NO,-38.04611,-57.53777
424,111,2020-01-07 05:40:00,Mason,0.1,NO,-38.04611,-57.53777
425,111,2020-01-07 06:00:00,Mason,0.1,NO,-38.04611,-57.53777
426,111,2020-01-07 06:20:00,Mason,0.1,O,-38.04611,-57.53777
427,111,2020-01-07 06:40:00,Mason,0.0,N,-38.04611,-57.53777
428,111,2020-01-07 07:00:00,Mason,0.1,SO,-38.04611,-57.53777
429,111,2020-01-07 07:20:00,Mason,0.0,N,-38.04611,-57.53777
430,111,2020-01-07 07:40:00,Mason,0.0,N,-38.04611,-57.53777
431,111,2020-01-07 08:00:00,Mason,0.05,NO,-38.04611,-57.53777
432,111,2020-01-07 08:20:00,Mason,0.05,NO,-38.04611,-57.53777
433,111,2020-01-07 08:40:00,Mason,0.1,N,-38.04611,-57.53777
434,111,2020-01-07 09:00:00,Mason,0.1,N,-38.04611,-57.53777
435,111,2020-01-07 09:20:00,Mason,0.0,N,-38.04611,-57.53777
436,111,2020-01-07 09:40:00,Mason,0.1,SE,-38.04611,-57.53777
437,111,2020-01-07 10:00:00,Mason,0.05,E,-38.04611,-57.53777
438,111,2020-01-07 10:20:00,Mason,0.2,O,-38.04611,-57.53777
439,111,2020-01-07 10:40:00,Mason,8.4,NE,-38.04194,-57.52694
440,111,2020-01-07 11:00:00,Mason,14.0,SE,-38.04013500000001,-57.496245
441,111,2020-01-07 11:20:00,Mason,11.6,S,-38.07555,-57.475
442,111,2020-01-07 11:40:00,Mason,11.2,S,-38.10138,-57.47916
443,111,2020-01-07 12:00:00,Mason,11.65,S,-38.138605,-57.49527500000001
